,,,,,,
,22:45:19,also can i just say i never believed in being inherently lucky because I’m a sagittarius but i really am? lol? And i always think im gna jinx it but that’s not how it works I’m just divine and blessed. but also depressed which doesn’t help,,,,
,22:45:16,"modern loneliness, never alone but always depressed, yea.",,,,
,22:45:12,@_CourtneySnow_ @fatbaldguyracin Yea... thanks for the reminder: it’s almost the three year anniversary of loosing my home and two horses to the Lilac Fire... can’t imagine why I’m so depressed,,,,
,22:45:05,"so when i tell you, i’ve been super busy lately.. i mean i’ve been falling asleep on the couch to avoid being on the empty side of my bed because my depress always drag me down to my bed",,,,
,22:44:57,"lgbt, depressed, alt, weeb, kpop, kdrama, japanese, pov, memes",,,,
,22:44:56,Got a sudden boost of energy and motivation after weeks of feeling super depressed lol what is this,,,,
,22:44:49,"listening to old apink songs like it girl, my my, yeah, etc made me realize how much i missed them. i haven't been vocal about me being a pink panda(or maybe i dont have the rights to say that anymore since i barely show support😭) but apink really saved my depressed ass in 2012",,,,
,22:44:42,woke up to a hit tweet. I was just being gay and depressed on main but cool,,,,
,22:44:30,@gothicvamp18881   I wake up...alone. Spend time before work...alone. Work with people but feel...alone. Come home to an empty house. Spend time before bed ..alone. Sleep...alone.  I wonder why I'm depressed?,,,,
,22:44:24,"I just found the ""beauty sliders"" on my phone.. I guess thats what all the hip egirls use in order to make way too good looking pictures that make girls like me depressed about our looks. So on the left theres just plain old Jubei but on the right theres MAX BEAUTY Jubei.  https://t.co/IglvUraW5b",,,,
,22:44:21,Where is the life alert for depression.. likeeeee ??? “help! I’m depressed and can’t get out of bed!”,,,,
,22:44:08,"Difficult to explain to someone who isn’t depressed. How can you explain why you’re constantly sad and have no spark for life or why you constantly want to die? Depression doesn’t cherry pick, you could have everything, or nothing and you still might be depressed.",,,,
,22:44:06,yeah i’m depressed      D epressed  fe E ling really bad       P oopie       R eally fucking apathetic ev E n worse       S ad       S earching for a will to live       E vil       D ead inside,,,,
,22:44:00,thats it thats the tweet all of em depressed asf,,,,
,22:43:58,@TwinkTrap i prefer regular snacks way more i only eat sweets when i feel depressed :(,,,,
,22:43:57,"Admittingly, a few weeks ago, I was depressed (with daily crippling anxiety). I had to veer off socmed for a while. My anxiety was so bad that I had to have an app to remind me to breathe.",,,,
,22:43:55,@OfficialPLT I’m too depressed to make something like this but notice me please love you bae 🥺,,,,
,22:43:48,"@JJThfc So true, no banter, no response, just depressed!",,,,
,22:43:24,Guys i feel depressed ... what should i do ?,,,,
,22:43:23,"I understand we are a pandemic and I am beyond blessed to have a job I can do from home, but good lord I got a masters degree to work customer service and live in my childhood bedroom? No wonder I’m depressed. Aside from the pandemic. And my depression and anxiety disorder.",,,,
,22:43:18,U DONT UNDERSTAND HOW BADLY I NEED TO MOVE TO NEW YORK CITY IM DEPRESSED ITS THE ONLY WAY I STAND A CHANCE TO MEET JUSTIN,,,,
,22:43:09,its my birthday and im depressed,,,,
,22:43:06,"Thank you for your compassionate words; when I’m depressed, I do the opposite. I withdraw, and likely not the only one.   A good reminder to reach out to friends and family to better manage dark moods.  And a bit of exercise helps with brain chemicals.",,,,
,22:43:02,"@misscbeverley i used to collect them and had a fantastic amount of dolls and outfits, but when my neighbours down the street got divorced their 2 little girls were so depressed so it gave it all to them. i just kept my original 1966 doll, of course.",,,,
,22:42:59,God it’s snowing. I’m actually so depressed. It’s not the 1st of december here but it is in korea which makes it worse for me.,,,,
,22:42:57,When everything is telling you to be patient but you’re impatient and depressed so every day goes by super slowly and causes your anxiety to sky rocket.,,,,
,22:42:54,I am depressed and I’m pretty sure it’s @onepeloton fault,,,,
,22:42:44,Depressed again,,,,
,22:42:04,"I was feeling depressed (fxck PPD) and my husband came home from work with some edible cookie dough, ice cream, and a bottle of Coke... Then told me to go lay down and rest while he took care of the kids. It’s honestly the little things that really help and make me feel better ❤️",,,,
,22:41:57,idk why some of the people i knew irl who follow me still follow me without liking any of my tweets tbh like hello yes it’s me i am still depressed like ik you see my shit on ur tl,,,,
,22:41:55,depressed but im still hot,,,,
,22:41:47,loser and depressed,,,,
,22:41:44,@pseudosimone Same but while ✨depressed✨ lol,,,,
,22:41:36,What kind of sick freak isn’t horribly depressed during the holidays,,,,
,22:41:32,Every day i become more and more depressed,,,,
,22:41:29,My job is the reason I'm depressed 🙃🙃🙃🙃🙃🙃🙃,,,,
,22:41:27,"@indyfromspace So I'm not just unemployed, broke, autistic, BPD and depressed, I'm also a typical useless man? Tch! If only I'd had the foresight to have been born to nice normal parents with lots of money. Oh well, better luck next time.",,,,
,22:41:19,"Depressed, as I do everyday.",,,,
,22:41:18,@witvfx @jqmzy @smittyuc @SKULLBOYROCKS @Rxzhs @ClarityXL 1 of 2 actual shots ive hit im actually depressed,,,,
,22:41:17,"I USED to be so happy dad ! .. Now look at your little girl .. Grown up , depressed , distant .. What happened to when I was your little girl ?.. Oh yeah , I lost that spot💔 ..",,,,
,22:41:14,@VancityReynolds @netflix @ShawnLevyDirect Hey Ryan Reynolds I'm a big fan but my mom is an even bigger fan she has been upset and depressed lately and I want her to be happy if bye any chance you see this can u do me a favor man I can pay,,,,
,22:41:08,This morning I was depressed wondering if I could get through another day but seeing what @OfficialPLT @UmarKamani is doing I’m a winner already they’ve really cheered me up just seeing their kindness 🥰 #PLTPINKMONDAY,,,,
,22:41:04,"@GovMurphy @FirstLadyNJ @CoryBooker @BobMenendezNJ  I hate ALL OF YOU. My son went to bed crying because of what your pandering to the @NJEA has allowed the schools to become. He's depressed, lonely, anxious, and angry. Not a good combo for an 11 year old. I hope you rot in hell.",,,,
,22:40:54,@rudebutginger we’re just depressed amirite,,,,
,22:40:25,"And on today's episode of ""why don't I get out of bed?"" Am I depressed or just lazy?  The world may never know",,,,
,22:40:25,@Face11118888 I would be a depressed lost soul without it,,,,
,22:40:21,"I maybe a depressed, mentally ill, traumatised piece of shit but at least I've never posted a picture of me holding someone's hand with petit sunset biscuit or whatever playing in the background..  and I live by that shit",,,,
,22:40:12,"idk what it is but lately I’ve been feeling super down, stressed, depressed. everytime I look at myself I cry",,,,
,22:40:00,feeling oddly depressed today &amp; theo just crawled into bed &amp; starts kissing my face. he knows.,,,,
,22:40:00,I’m depressed but also in a good energetic mood. Is this... alchemy? 🧐☯️,,,,
,22:39:58,Mom wakes up bc she works from home and I wake up whenever bc I'm depressed,,,,
,22:39:52,not at me for being all depressed bcs nct 2020 seems to came to an end  https://t.co/6CiQsKkcg5,,,,
,22:39:25,the pooh pathology test diagnosed me as a depressed autist,,,,
,22:39:22,This weather and knowing snow is on the way makes me so depressed,,,,
,22:39:22,I’m so open about my advocacy on mental health but sometimes I forget that IM DEPRESSED. As fuck. Like I’m so sad and tired.,,,,
,22:39:18,being depressed gay,,,,
,22:39:17,Im legitimately so fucking depressed that I will NEVER get to own togami perfume all I was is to smell him,,,,
,22:39:05,it ain’t tht bad but fuck I feel like I’m wasting my life being depressed,,,,
,22:39:01,Being too depressed to even read comics is both the weirdest and most frustrating experience that could have happened to someone like me. And it happens way too often.  https://t.co/f4ftT5uKXg,,,,
,22:38:58,"Guys idk why i've been depressed for quiet a while now but I'm quiet happy today idk why maybe cuz i will eat ice cream now anyways have a good day,afternoon,night wherever you are right now❤️✌🏼😌",,,,
,22:38:49,"I have no idea what is going on with me, but I feel as depressed as possible",,,,
,22:38:42,I think today I might be close at a breaking point. I been praying for hopes but idk if I’ll be grant or given my wishes. Truly depress right now.,,,,
,22:38:34,"Not to be mopey, but I am demotivated and depressed and I'm fed up w it",,,,
,22:38:26,its me being depressed and not eating all week,,,,
,22:38:26,#Depressed,,,,
,22:38:18,@PaulThomas1992 It's kinda the reason I wanna be an artist. Also the kiss scene with bubbline made me realize that I'm gay. And whenever I feel anxious or depressed I like to watch AT to help me feel better. It's helped me a lot in many ways,,,,
,22:38:16,but anyways ayyy i’m depressed so no one getting shit out of me,,,,
,22:38:07,@Only_1_Jet I shut off social media after awhile. I'm depressed 😞,,,,
,22:38:04,@cosmicIoki i am depressed and cba to make different food leave me alone 😔😔,,,,
,22:38:01,tsukasa is so depressed... bless 🙏,,,,
,22:37:58,so depressed im listining to nf,,,,
,22:37:45,@daemuI @mungojerries I’m depressed and lazy so my shower floor is usually kinda gross in specific areas so I wouldn’t want to anyway &lt;3,,,,
,22:37:32,"You all keep fighting awon he's depressed ,she's rude  https://t.co/elhNuhyr56",,,,
,22:37:20,"@kast283 Have you seen Kevin Loves interviews before Lebron left Cleveland? He was severely depressed.. and real hoopers know it's Lebrons calls.. jus like he did wit IT on Cleveland.. he brung all those dudes there, won, then left and fucked up they contracts 😭",,,,
,22:37:19,"Getting ready for my 4th Tailored Therapy session with an 11yr old in Germany. Last week she told me that everything she was worried &amp; depressed about before sessions, she isn't any more. She said ""I think you need to go through different stages so you can move forward.""  https://t.co/NmHQQU5hpI",,,,
,22:37:18,You depressed? Me too. Let's get help together. Reach out to someone if you need help. Don't just make memes about it. Lol,,,,
,22:37:18,i’m literally so depressed i can’t take this anymore,,,,
,22:36:53,depressed boi time here we go,,,,
,22:36:51,I just did a workout and I’m STILL depressed. I want a refund😤😤,,,,
,22:36:49,"young, dumb, and depressed",,,,
,22:36:44,"@wholesomemo Man, I was almost feeling good, guess i gotta be horny adnd depressed again",,,,
,22:36:38,@Weenee_x You want me to be depressed abi🥺,,,,
,22:36:36,WHY AM I ALWAYS ON TWITTER WHEN IM DEPRESSED,,,,
,22:36:33,@ashlie_weeks Daily zoom call with the grandkids. Grandson sounds depressed. I'm feeling so bad for all kids.,,,,
,22:36:21,"@for_Ogo Kidd was sad cuz Erica was rude They were fighting, that's why they didn't stand close Kidd is depressed because Erica blah blah blah Fucking clowns 😂 😂 😂 😂 😂 😂 😂 😂",,,,
,22:36:12,sent my sis messages on twitter about wanting to die and being depressed but i regret it so much and she hasn’t seen them but i can’t delete them since then she’ll see i sent something and deleted it,,,,
,22:36:10,@Kidmoth_BW He got depressed 😭😭😭,,,,
,22:35:57,My parents are so depressed it puts me into a depression every time I talk with them. There’s only so much positivity you can shit out before there’s none left,,,,
